,SaleDollarCnt
1844,266000.0
1845,853800.0
1846,236500.0
1847,200000.0
1848,251600.0
1849,693000.0
1850,776000.0
1851,672000.0
1852,665000.0
1853,1150000.0
1854,1420000.0
1855,535000.0
1856,264900.0
1857,275000.0
1858,1080000.0
1859,390000.0
1860,521000.0
1861,719000.0
1862,465000.0
1863,385000.0
1864,669000.0
1865,639000.0
1866,487000.0
1867,335000.0
1868,315000.0
1869,335800.0
1870,400000.0
1871,442000.0
1872,285000.0
1873,490000.0
1874,678665.0
1875,206000.0
1876,420000.0
1877,262000.0
1878,535000.0
1879,307500.0
1880,300000.0
1881,210000.0
1882,302100.0
1883,293000.0
1884,139000.0
1885,294000.0
1886,392500.0
1887,365000.0
1888,474950.0
1889,350000.0
1890,382500.0
1891,325000.0
1892,280000.0
1893,235500.0
1894,425000.0
1895,549500.0
1896,583000.0
1897,965000.0
1898,700000.0
1899,920000.0
1900,450000.0
1901,380100.0
1902,309000.0
1903,565000.0
1904,597200.0
1905,599000.0
1906,795000.0
1907,885000.0
1908,1155000.0
1909,1435000.0
1910,855000.0
1911,551250.0
1912,1400000.0
1913,1420000.0
1914,1775000.0
1915,2150000.0
1916,4243000.0
1917,3300000.0
1918,3450000.0
1919,1525000.0
1920,1380000.0
1921,3400000.0
1922,1750000.0
1923,142500.0
1924,666000.0
1925,545000.0
1926,440000.0
1927,575000.0
1928,500000.0
1929,621000.0
1930,3330000.0
1931,405000.0
1932,389900.0
1933,335000.0
1934,463828.0
1935,765000.0
1936,315000.0
1937,445000.0
1938,420000.0
1939,282500.0
1940,402500.0
1941,225000.0
1942,465000.0
1943,542500.0
1944,270000.0
1945,221000.0
1946,300000.0
1947,245000.0
1948,1080000.0
1949,1211000.0
1950,238300.0
1951,526000.0
1952,484000.0
1953,485000.0
1954,447000.0
1955,464000.0
1956,350000.0
1957,380000.0
1958,349900.0
1959,358000.0
1960,345000.0
1961,331850.0
1962,345000.0
1963,449500.0
1964,425000.0
1965,476500.0
1966,674950.0
1967,250000.0
1968,277500.0
1969,350000.0
1970,255000.0
1971,420000.0
1972,300000.0
1973,260000.0
1974,395000.0
1975,448000.0
1976,461000.0
1977,407000.0
1978,580000.0
1979,475000.0
1980,550000.0
1981,620000.0
1982,585000.0
1983,510000.0
1984,599500.0
1985,600000.0
1986,500000.0
1987,849000.0
1988,712000.0
1989,397000.0
1990,410988.0
1991,519500.0
1992,338000.0
1993,389000.0
1994,510000.0
1995,361500.0
1996,365000.0
1997,590000.0
1998,686000.0
1999,718000.0
2000,730000.0
2001,725000.0
2002,1750000.0
2003,683000.0
2004,385000.0
2005,550000.0
2006,420000.0
2007,410000.0
2008,550000.0
2009,582000.0
2010,400000.0
2011,353000.0
2012,362531.0
2013,180000.0
2014,240480.0
2015,215000.0
2016,175000.0
2017,199950.0
2018,185000.0
2019,760000.0
2020,865000.0
2021,725000.0
2022,799000.0
2023,600000.0
2024,607500.0
2025,610000.0
2026,675000.0
2027,273000.0
2028,245000.0
2029,250000.0
2030,220950.0
2031,287000.0
2032,285000.0
2033,257000.0
2034,265000.0
2035,274950.0
2036,266450.0
2037,260000.0
2038,275000.0
2039,275000.0
2040,289000.0
2041,280500.0
2042,269950.0
2043,256000.0
2044,653000.0
2045,699950.0
2046,655100.0
2047,665000.0
2048,270000.0
2049,375900.0
2050,625000.0
2051,495000.0
2052,580000.0
2053,670000.0
2054,285000.0
2055,399999.0
2056,295000.0
2057,214500.0
2058,700000.0
2059,262000.0
2060,300000.0
2061,249750.0
2062,422050.0
2063,302000.0
2064,280000.0
2065,417000.0
2066,279000.0
2067,465000.0
2068,490000.0
2069,480000.0
2070,499000.0
2071,477500.0
2072,589000.0
2073,545000.0
2074,715000.0
2075,835000.0
2076,715000.0
2077,1650000.0
2078,985000.0
2079,625000.0
2080,535000.0
2081,964000.0
2082,600000.0
2083,460000.0
2084,380000.0
2085,325000.0
2086,383900.0
2087,530000.0
2088,447600.0
2089,801600.0
2090,562000.0
2091,840000.0
2092,746500.0
2093,429950.0
2094,372000.0
2095,670000.0
2096,321000.0
2097,850000.0
2098,810500.0
2099,807100.0
2100,777500.0
2101,287750.0
2102,370000.0
2103,349000.0
2104,450000.0
2105,435000.0
2106,230000.0
2107,310000.0
2108,240000.0
2109,360000.0
2110,295000.0
2111,425000.0
2112,293000.0
2113,625000.0
2114,570008.0
2115,234000.0
2116,337000.0
2117,380000.0
2118,355000.0
2119,250000.0
2120,775000.0
2121,925000.0
2122,1164000.0
2123,194500.0
2124,1185000.0
2125,963000.0
2126,1359000.0
2127,2050000.0
2128,2362500.0
2129,855000.0
2130,1300000.0
2131,925000.0
2132,760000.0
2133,860000.0
2134,375000.0
2135,721000.0
2136,400000.0
2137,360000.0
2138,335000.0
2139,270300.0
2140,275000.0
2141,250000.0
2142,200000.0
2143,236000.0
2144,334000.0
2145,279950.0
2146,269950.0
2147,215000.0
2148,234000.0
2149,840000.0
2150,955000.0
2151,710000.0
2152,600000.0
2153,670000.0
2154,500000.0
2155,907000.0
2156,514000.0
2157,550000.0
2158,596000.0
2159,160000.0
2160,1210000.0
2161,414000.0
2162,1250000.0
2163,1795000.0
2164,850000.0
2165,195000.0
2166,334950.0
2167,325000.0
2168,212000.0
2169,340000.0
2170,390000.0
2171,675000.0
2172,550000.0
2173,371500.0
2174,405000.0
2175,185000.0
2176,1350000.0
2177,750000.0
2178,216500.0
2179,446000.0
2180,499950.0
2181,246000.0
2182,329000.0
2183,193000.0
2184,400000.0
2185,1160000.0
2186,194000.0
2187,324000.0
2188,241500.0
2189,270000.0
2190,330000.0
2191,411000.0
2192,362500.0
2193,309950.0
2194,440000.0
2195,725000.0
2196,445000.0
2197,425000.0
2198,830000.0
2199,800000.0
2200,3365435.0
2201,1803000.0
2202,3700000.0
2203,1802500.0
2204,732000.0
2205,375000.0
2206,412000.0
2207,600000.0
2208,667000.0
2209,649000.0
2210,970000.0
2211,1240000.0
2212,412000.0
2213,905000.0
2214,616000.0
2215,818000.0
2216,1025000.0
2217,900000.0
2218,510100.0
2219,300000.0
2220,415000.0
2221,347500.0
2222,575000.0
2223,810000.0
2224,1075000.0
2225,880000.0
2226,825000.0
2227,655000.0
2228,643221.0
2229,665000.0
2230,571000.0
2231,540000.0
2232,670000.0
2233,715865.0
2234,729000.0
2235,700000.0
2236,280000.0
2237,515000.0
2238,2820000.0
2239,242950.0
2240,260500.0
2241,180000.0
2242,135000.0
2243,695000.0
2244,613000.0
2245,665000.0
2246,1134000.0
2247,960000.0
2248,385000.0
2249,286000.0
2250,279950.0
2251,576000.0
2252,586500.0
2253,550000.0
2254,566019.0
2255,485000.0
2256,500000.0
2257,555000.0
2258,685000.0
2259,745000.0
2260,585000.0
2261,2800000.0
2262,1675000.0
2263,2450000.0
2264,1900000.0
2265,770000.0
2266,750000.0
2267,1330000.0
2268,950000.0
2269,981380.0
2270,550000.0
2271,525000.0
2272,525000.0
2273,414000.0
2274,700000.0
2275,724950.0
2276,860000.0
2277,630000.0
2278,495000.0
2279,630000.0
2280,910000.0
2281,855000.0
2282,1800000.0
2283,332000.0
2284,239000.0
2285,225000.0
2286,248600.0
2287,249000.0
2288,220000.0
2289,238000.0
2290,300000.0
2291,265000.0
2292,341000.0
2293,324990.0
2294,279750.0
2295,297000.0
2296,295000.0
2297,245000.0
2298,1475000.0
2299,300000.0
2300,275000.0
2301,785000.0
2302,1477500.0
2303,1300000.0
2304,350000.0
2305,269000.0
2306,330000.0
2307,353000.0
2308,259950.0
2309,455000.0
2310,415000.0
2311,525000.0
2312,282500.0
2313,978000.0
2314,2960000.0
2315,925000.0
2316,1913000.0
2317,1025000.0
2318,895000.0
2319,1055000.0
2320,465000.0
2321,496000.0
2322,225000.0
2323,241400.0
2324,295050.0
2325,225000.0
2326,316000.0
2327,287000.0
2328,320000.0
2329,295000.0
2330,270000.0
2331,314450.0
2332,789900.0
2333,360000.0
2334,425000.0
2335,395000.0
2336,335000.0
2337,369000.0
2338,310000.0
2339,489950.0
2340,552500.0
2341,475000.0
2342,1200000.0
2343,575000.0
2344,350000.0
2345,461500.0
2346,349000.0
2347,517500.0
2348,400000.0
2349,1125000.0
2350,390000.0
2351,560000.0
2352,405000.0
2353,418000.0
2354,285000.0
2355,525000.0
2356,422500.0
2357,495000.0
2358,380000.0
2359,3050000.0
2360,320000.0
2361,265000.0
2362,360000.0
2363,200000.0
2364,285000.0
2365,600000.0
2366,462000.0
2367,550000.0
2368,475000.0
2369,1088000.0
2370,307000.0
2371,460000.0
2372,301000.0
2373,435000.0
2374,455000.0
2375,430000.0
2376,274950.0
2377,380000.0
2378,428000.0
2379,276000.0
2380,285000.0
2381,415000.0
2382,436650.0
2383,330000.0
2384,265000.0
2385,316500.0
2386,430000.0
2387,330000.0
2388,225000.0
2389,291700.0
2390,309000.0
2391,419000.0
2392,272000.0
2393,280000.0
2394,292000.0
2395,272500.0
2396,269000.0
2397,295000.0
2398,890000.0
2399,289900.0
2400,945000.0
2401,204750.0
2402,277500.0
2403,410000.0
2404,350000.0
2405,419950.0
2406,199950.0
2407,280000.0
2408,278000.0
2409,260000.0
2410,285000.0
2411,298500.0
2412,304610.0
2413,560000.0
2414,425000.0
2415,565620.0
2416,368000.0
2417,374000.0
2418,1175000.0
2419,1250000.0
2420,1537500.0
2421,1670000.0
2422,2166000.0
2423,2650000.0
2424,1003000.0
2425,1249000.0
2426,1875000.0
2427,390000.0
2428,650000.0
2429,314000.0
2430,407500.0
2431,324500.0
2432,500000.0
2433,734950.0
2434,525100.0
2435,294000.0
2436,491500.0
2437,850000.0
2438,1999900.0
2439,1497000.0
2440,375000.0
2441,271000.0
2442,250000.0
2443,540000.0
2444,386000.0
2445,383000.0
2446,375000.0
2447,390000.0
2448,350000.0
2449,335000.0
2450,323000.0
2451,360000.0
2452,455000.0
2453,475000.0
2454,395000.0
2455,475000.0
2456,460000.0
2457,515000.0
2458,403500.0
2459,385000.0
2460,707000.0
2461,735000.0
2462,654950.0
2463,975000.0
2464,994800.0
2465,710000.0
2466,600000.0
2467,679000.0
2468,778888.0
2469,769500.0
2470,675000.0
2471,790000.0
2472,650000.0
2473,275000.0
2474,352000.0
2475,340000.0
2476,305000.0
2477,1050000.0
2478,335000.0
2479,225000.0
2480,620000.0
2481,499950.0
2482,296500.0
2483,505000.0
2484,875000.0
2485,920000.0
2486,350888.0
2487,245000.0
2488,254500.0
2489,225000.0
2490,225000.0
2491,795888.0
2492,1100000.0
2493,2700000.0
2494,699999.0
2495,1330000.0
2496,1150000.0
2497,1210000.0
2498,400000.0
2499,397500.0
2500,212000.0
2501,620000.0
2502,663000.0
2503,525000.0
2504,600000.0
2505,435000.0
2506,435000.0
2507,529000.0
2508,435000.0
2509,500000.0
2510,416000.0
2511,428000.0
2512,445000.0
2513,501000.0
2514,523000.0
2515,526001.0
2516,560000.0
2517,440000.0
2518,378000.0
2519,399750.0
2520,530000.0
2521,560000.0
2522,528500.0
2523,410000.0
2524,575000.0
2525,435000.0
2526,437000.0
2527,535000.0
2528,475000.0
2529,545000.0
2530,550000.0
2531,380000.0
2532,475000.0
2533,500000.0
2534,442000.0
2535,499990.0
2536,351000.0
2537,635000.0
2538,585000.0
2539,399950.0
2540,420000.0
2541,850000.0
2542,920000.0
2543,2525000.0
2544,1890000.0
2545,692500.0
2546,344900.0
2547,240000.0
2548,220000.0
2549,259000.0
2550,386500.0
2551,200000.0
2552,230000.0
2553,237350.0
2554,215000.0
2555,255000.0
2556,329500.0
2557,295000.0
2558,269000.0
2559,359950.0
2560,785000.0
2561,323000.0
2562,335000.0
2563,240000.0
2564,254000.0
2565,270000.0
2566,350000.0
2567,358500.0
2568,275000.0
2569,620000.0
2570,605000.0
2571,1000000.0
2572,290000.0
2573,280000.0
2574,278000.0
2575,355000.0
2576,792800.0
2577,674950.0
2578,432500.0
2579,515000.0
2580,349950.0
2581,424000.0
2582,260000.0
2583,595000.0
2584,265000.0
2585,502000.0
2586,775000.0
2587,613000.0
2588,1255000.0
2589,1175000.0
2590,1850000.0
2591,659000.0
2592,680000.0
2593,276000.0
2594,845000.0
2595,295000.0
2596,375000.0
2597,476000.0
2598,379950.0
2599,545000.0
2600,700000.0
2601,596000.0
2602,390000.0
2603,515000.0
2604,730000.0
2605,630000.0
2606,2575000.0
2607,615000.0
2608,536000.0
2609,867000.0
2610,780000.0
2611,842000.0
2612,569000.0
2613,700000.0
2614,682000.0
2615,234950.0
2616,555000.0
2617,620000.0
2618,628000.0
2619,525000.0
2620,790000.0
2621,825000.0
2622,925000.0
2623,400000.0
2624,399000.0
2625,975000.0
2626,1150000.0
2627,1084000.0
2628,323000.0
2629,280000.0
2630,489500.0
2631,741000.0
2632,980000.0
2633,1795000.0
2634,520000.0
2635,367000.0
2636,315000.0
2637,565000.0
2638,501500.0
2639,330000.0
2640,470000.0
2641,460000.0
2642,460000.0
2643,826500.0
2644,760000.0
2645,891000.0
2646,660000.0
2647,604000.0
2648,285000.0
2649,275000.0
2650,190000.0
2651,284000.0
2652,274950.0
2653,360000.0
2654,335000.0
2655,320000.0
2656,365000.0
2657,350000.0
2658,209950.0
2659,476500.0
2660,515000.0
2661,410000.0
2662,415000.0
2663,610000.0
2664,400000.0
2665,432950.0
2666,436001.0
2667,495000.0
2668,227000.0
2669,225000.0
2670,449999.0
2671,325000.0
2672,374000.0
2673,1183800.0
2674,1305000.0
2675,345000.0
2676,453000.0
2677,725000.0
2678,225000.0
2679,420000.0
2680,440000.0
2681,875000.0
2682,597500.0
2683,533000.0
2684,306000.0
2685,355000.0
2686,675000.0
2687,424000.0
2688,810000.0
2689,878000.0
2690,487000.0
2691,361000.0
2692,705000.0
2693,225000.0
2694,221500.0
2695,289950.0
2696,339000.0
2697,305000.0
2698,790500.0
2699,739000.0
2700,650000.0
2701,714000.0
2702,1375000.0
2703,505100.0
2704,845000.0
2705,214950.0
2706,235750.0
2707,691000.0
2708,380000.0
2709,506650.0
2710,347000.0
2711,638000.0
2712,830000.0
2713,670000.0
2714,875000.0
2715,750000.0
2716,825000.0
2717,815027.0
2718,970000.0
2719,1075000.0
2720,805000.0
2721,925000.0
2722,1540000.0
2723,774850.0
2724,675000.0
2725,480000.0
2726,505000.0
2727,510000.0
2728,415000.0
2729,538500.0
2730,1050000.0
2731,945000.0
2732,522000.0
2733,550000.0
2734,595000.0
2735,710000.0
2736,600000.0
2737,275000.0
2738,261000.0
2739,303000.0
2740,855000.0
2741,250000.0
2742,406000.0
2743,305000.0
2744,336750.0
2745,240000.0
2746,268500.0
2747,330000.0
2748,265000.0
2749,207000.0
2750,650000.0
2751,495000.0
2752,640000.0
2753,579950.0
2754,484888.0
2755,419000.0
2756,623000.0
2757,535000.0
2758,570000.0
2759,670000.0
2760,272000.0
2761,387500.0
2762,838000.0
2763,419000.0
2764,500000.0
2765,820000.0
2766,451000.0
2767,425000.0
2768,690000.0
2769,740000.0
2770,490000.0
2771,521000.0
2772,765000.0
2773,1450000.0
2774,516000.0
2775,645000.0
2776,2625000.0
2777,681000.0
2778,925000.0
2779,459000.0
2780,839860.0
2781,872000.0
2782,465000.0
2783,1040000.0
2784,650000.0
2785,675000.0
2786,626000.0
2787,649000.0
2788,880000.0
2789,590000.0
2790,765000.0
2791,765000.0
2792,1350000.0
2793,888000.0
2794,470000.0
2795,542713.0
2796,540000.0
2797,1400000.0
2798,280000.0
2799,310000.0
2800,325000.0
2801,368650.0
2802,350000.0
2803,305000.0
2804,345000.0
2805,685000.0
2806,553000.0
2807,600000.0
2808,515000.0
2809,810000.0
2810,346250.0
2811,710000.0
2812,567000.0
2813,289000.0
2814,330000.0
2815,1081000.0
2816,6210000.0
2817,2952555.0
2818,2883800.0
2819,682000.0
2820,1090000.0
2821,709000.0
2822,405000.0
2823,485000.0
2824,312500.0
2825,299950.0
2826,394900.0
2827,479950.0
2828,390000.0
2829,399950.0
2830,495000.0
2831,373750.0
2832,358000.0
2833,345000.0
2834,305000.0
2835,349500.0
2836,314950.0
2837,279950.0
2838,335000.0
2839,314775.0
2840,453000.0
2841,262000.0
2842,295000.0
2843,290000.0
2844,212700.0
2845,350000.0
2846,325000.0
2847,375501.0
2848,330000.0
2849,398450.0
2850,371000.0
2851,262000.0
2852,304950.0
2853,521000.0
2854,359950.0
2855,449950.0
2856,415000.0
2857,380500.0
2858,355000.0
2859,440000.0
2860,360000.0
2861,475000.0
2862,480000.0
2863,460000.0
2864,309120.0
2865,430000.0
2866,290765.0
2867,340500.0
2868,303000.0
2869,360000.0
2870,338000.0
2871,360000.0
2872,345000.0
2873,333000.0
2874,329950.0
2875,291600.0
2876,355995.0
2877,365000.0
2878,370000.0
2879,347000.0
2880,435000.0
2881,395000.0
2882,380000.0
2883,455000.0
2884,400000.0
2885,410000.0
2886,342300.0
2887,384000.0
2888,335000.0
2889,385000.0
2890,447000.0
2891,425000.0
2892,467000.0
2893,320000.0
2894,350000.0
2895,331500.0
2896,280000.0
2897,311000.0
2898,305100.0
2899,303000.0
2900,356200.0
2901,739000.0
2902,837000.0
2903,965000.0
2904,715000.0
2905,700000.0
2906,435000.0
2907,560000.0
2908,685000.0
2909,579000.0
2910,605000.0
2911,986000.0
2912,882000.0
2913,1160000.0
2914,516000.0
2915,640000.0
2916,1650000.0
2917,456000.0
2918,710000.0
2919,905000.0
2920,420000.0
2921,512000.0
2922,551000.0
2923,528000.0
2924,509000.0
2925,689990.0
2926,623000.0
2927,505000.0
2928,327998.0
2929,514000.0
2930,585000.0
2931,901000.0
2932,415000.0
2933,950000.0
2934,589500.0
2935,685000.0
2936,540000.0
2937,1251000.0
2938,796000.0
2939,284000.0
2940,400000.0
2941,490000.0
2942,444400.0
2943,675300.0
2944,747000.0
2945,308000.0
2946,675000.0
2947,490000.0
2948,219000.0
2949,271000.0
2950,430000.0
2951,875000.0
2952,670000.0
2953,350000.0
2954,495000.0
2955,295000.0
2956,510000.0
2957,1380000.0
2958,2249000.0
2959,2200000.0
2960,2600000.0
2961,2213000.0
2962,797000.0
2963,1840000.0
2964,1410000.0
2965,2514000.0
2966,1398000.0
2967,3075000.0
2968,640000.0
2969,850000.0
2970,1300000.0
2971,716000.0
2972,272000.0
2973,260655.0
2974,269900.0
2975,334900.0
2976,650000.0
2977,772000.0
2978,770000.0
2979,888800.0
2980,638500.0
2981,950000.0
2982,537000.0
2983,641000.0
2984,775000.0
2985,1200000.0
2986,275000.0
2987,699950.0
2988,699000.0
2989,1210000.0
2990,775000.0
2991,700000.0
2992,515464.0
2993,3280000.0
2994,500000.0
2995,445000.0
2996,489900.0
2997,495000.0
2998,530000.0
2999,540000.0
3000,605000.0
3001,375000.0
3002,400000.0
3003,255000.0
3004,280000.0
3005,629500.0
3006,757265.0
3007,700000.0
3008,1200000.0
3009,755100.0
3010,400000.0
3011,400000.0
3012,286500.0
3013,453000.0
3014,348000.0
3015,410000.0
3016,469950.0
3017,488000.0
3018,535000.0
3019,400000.0
3020,549950.0
3021,188800.0
3022,260000.0
3023,365000.0
3024,478000.0
3025,725000.0
3026,626000.0
3027,291000.0
3028,414999.0
3029,447000.0
3030,334000.0
3031,294500.0
3032,300000.0
3033,236000.0
3034,2945000.0
3035,1995000.0
3036,1387000.0
3037,1999000.0
3038,1700000.0
3039,690000.0
3040,1670000.0
3041,325000.0
3042,158000.0
3043,125000.0
3044,395000.0
3045,562450.0
3046,807500.0
3047,775000.0
3048,475100.0
3049,450000.0
3050,460000.0
3051,606000.0
3052,650000.0
3053,745000.0
3054,674950.0
3055,390000.0
3056,430000.0
3057,275000.0
3058,425000.0
3059,390000.0
3060,1100000.0
3061,688000.0
3062,810000.0
3063,877500.0
3064,840000.0
3065,795000.0
3066,732500.0
3067,1150000.0
3068,290000.0
3069,585000.0
3070,435000.0
3071,525000.0
3072,445000.0
3073,421000.0
3074,427500.0
3075,548500.0
3076,311000.0
3077,313100.0
3078,350000.0
3079,312000.0
3080,285050.0
3081,576000.0
3082,270000.0
3083,765000.0
3084,835000.0
3085,850000.0
3086,870000.0
3087,850000.0
3088,774000.0
3089,850000.0
3090,331950.0
3091,390000.0
3092,350000.0
3093,358000.0
3094,399950.0
3095,390000.0
3096,360000.0
3097,409950.0
3098,460000.0
3099,246000.0
3100,252000.0
3101,243000.0
3102,220000.0
3103,233500.0
3104,255000.0
3105,132000.0
3106,953000.0
3107,998000.0
3108,1065000.0
3109,1355000.0
3110,1141000.0
3111,755000.0
3112,595000.0
3113,782600.0
3114,864000.0
3115,840000.0
3116,868500.0
3117,1135000.0
3118,1000000.0
3119,1027500.0
3120,595000.0
3121,650000.0
3122,610000.0
3123,572000.0
3124,692500.0
3125,511000.0
3126,492000.0
3127,495000.0
3128,430000.0
3129,584999.0
3130,490000.0
3131,485000.0
3132,792000.0
3133,695000.0
3134,690000.0
3135,753000.0
3136,830000.0
3137,290000.0
3138,382000.0
3139,376500.0
3140,265000.0
3141,695000.0
3142,256000.0
3143,265000.0
3144,329000.0
3145,649000.0
3146,215000.0
3147,459000.0
3148,585000.0
3149,397000.0
3150,323000.0
3151,362200.0
3152,409000.0
3153,292000.0
3154,335000.0
3155,339000.0
3156,300000.0
3157,400000.0
3158,675000.0
3159,517000.0
3160,440000.0
3161,840000.0
3162,266000.0
3163,850000.0
3164,379000.0
3165,744000.0
3166,750000.0
3167,230000.0
3168,670003.0
3169,825000.0
3170,1180000.0
3171,890000.0
3172,1260000.0
3173,1385000.0
3174,369500.0
3175,160000.0
3176,625500.0
3177,376000.0
3178,239000.0
3179,339500.0
3180,439950.0
3181,225000.0
3182,307335.0
3183,545000.0
3184,410000.0
3185,740000.0
3186,890000.0
3187,1550000.0
3188,626700.0
3189,1269500.0
3190,725000.0
3191,1605000.0
3192,309000.0
3193,715000.0
3194,400000.0
3195,353000.0
3196,1200000.0
3197,578000.0
3198,603500.0
3199,809000.0
3200,324800.0
3201,484000.0
3202,416000.0
3203,410000.0
3204,460000.0
3205,395000.0
3206,550000.0
3207,405000.0
3208,775000.0
3209,380000.0
3210,480000.0
3211,583000.0
3212,375000.0
3213,315000.0
3214,315000.0
3215,339900.0
3216,225000.0
3217,333000.0
3218,275000.0
3219,536000.0
3220,725000.0
3221,430000.0
3222,378000.0
3223,680000.0
3224,695000.0
3225,788500.0
3226,793700.0
3227,427000.0
3228,650000.0
3229,660000.0
3230,780000.0
3231,1080000.0
3232,305000.0
3233,405900.0
3234,575000.0
3235,721500.0
3236,600000.0
3237,485000.0
3238,450000.0
3239,460000.0
3240,545000.0
3241,730000.0
3242,1050000.0
3243,365000.0
3244,716000.0
3245,766300.0
3246,369250.0
3247,314950.0
3248,454000.0
3249,380000.0
3250,460000.0
3251,315000.0
3252,260000.0
3253,525000.0
3254,559000.0
3255,1480000.0
3256,810000.0
3257,430000.0
3258,449950.0
3259,519950.0
3260,379000.0
3261,577000.0
3262,688000.0
3263,1000000.0
3264,677500.0
3265,667000.0
3266,608000.0
3267,896000.0
3268,625000.0
3269,488000.0
3270,610000.0
3271,516000.0
3272,513000.0
3273,577000.0
3274,550000.0
3275,670000.0
3276,650900.0
3277,749000.0
3278,1100000.0
3279,625000.0
3280,598000.0
3281,651000.0
3282,419000.0
3283,550000.0
3284,375000.0
3285,610000.0
3286,750000.0
3287,850000.0
3288,525000.0
3289,500000.0
3290,559000.0
3291,395000.0
3292,669000.0
3293,535000.0
3294,916500.0
3295,975000.0
3296,850000.0
3297,1194000.0
3298,617000.0
3299,750000.0
3300,549000.0
3301,625000.0
3302,620000.0
3303,579900.0
3304,600000.0
3305,510000.0
3306,775200.0
3307,739000.0
3308,450000.0
3309,530000.0
3310,395000.0
3311,555000.0
3312,422500.0
3313,640000.0
3314,785000.0
3315,890100.0
3316,625000.0
3317,564500.0
3318,520000.0
3319,260000.0
3320,280000.0
3321,306100.0
3322,289500.0
3323,237000.0
3324,285000.0
3325,312500.0
3326,325950.0
3327,255000.0
3328,280000.0
3329,285000.0
3330,260000.0
3331,274000.0
3332,259950.0
3333,271000.0
3334,299000.0
3335,365000.0
3336,388000.0
3337,405000.0
3338,416000.0
3339,317000.0
3340,300000.0
3341,700000.0
3342,449994.0
3343,293000.0
3344,285000.0
3345,513000.0
3346,305000.0
3347,885000.0
3348,298000.0
3349,725000.0
3350,950000.0
3351,839000.0
3352,890000.0
3353,1350000.0
3354,736000.0
3355,805000.0
3356,965000.0
3357,410000.0
3358,420500.0
3359,292000.0
3360,482500.0
3361,345000.0
3362,567950.0
3363,450600.0
3364,695000.0
3365,380000.0
3366,462000.0
3367,835000.0
3368,305000.0
3369,389000.0
3370,695000.0
3371,430000.0
3372,329950.0
3373,380000.0
3374,449500.0
3375,493000.0
3376,530000.0
3377,675000.0
3378,497000.0
3379,999000.0
3380,254000.0
3381,676500.0
3382,240415.0
3383,400000.0
3384,396010.0
3385,343000.0
3386,330000.0
3387,340000.0
3388,380000.0
3389,204000.0
3390,199000.0
3391,510000.0
3392,575000.0
3393,205000.0
3394,602000.0
3395,605000.0
3396,790000.0
3397,570000.0
3398,400000.0
3399,306888.0
3400,1015000.0
3401,412000.0
3402,255000.0
3403,1209000.0
3404,450000.0
3405,465000.0
3406,565000.0
3407,460000.0
3408,712000.0
3409,455000.0
3410,652000.0
3411,635000.0
3412,450000.0
3413,515000.0
3414,675000.0
3415,900000.0
3416,710000.0
3417,865000.0
3418,362500.0
3419,215000.0
3420,800000.0
3421,700111.0
3422,525000.0
3423,840000.0
3424,607000.0
3425,377100.0
3426,382500.0
3427,540000.0
3428,535000.0
3429,225000.0
3430,280000.0
3431,292000.0
3432,224500.0
3433,234300.0
3434,257000.0
3435,575000.0
3436,675000.0
3437,625000.0
3438,549950.0
3439,688100.0
3440,585000.0
3441,445000.0
3442,620700.0
3443,800000.0
3444,870000.0
3445,1062000.0
3446,691279.0
3447,705000.0
3448,573500.0
3449,450000.0
3450,680000.0
3451,375000.0
3452,672500.0
3453,425000.0
3454,450000.0
3455,705000.0
3456,337000.0
3457,630000.0
3458,365000.0
3459,438000.0
3460,415000.0
3461,416000.0
3462,725000.0
3463,695100.0
3464,616500.0
3465,517000.0
3466,444000.0
3467,603000.0
3468,439500.0
3469,285000.0
3470,215000.0
3471,195000.0
3472,250000.0
3473,280500.0
3474,449950.0
3475,415000.0
3476,329950.0
3477,412100.0
3478,315000.0
3479,258600.0
3480,255000.0
3481,266600.0
3482,435000.0
3483,355200.0
3484,295000.0
3485,630000.0
3486,679500.0
3487,660988.0
3488,535000.0
3489,559950.0
3490,495000.0
3491,550000.0
3492,460000.0
3493,385000.0
3494,300000.0
3495,660100.0
3496,796000.0
3497,422000.0
3498,620000.0
3499,452000.0
3500,530000.0
3501,450000.0
3502,353800.0
3503,214946.0
3504,266000.0
3505,575000.0
3506,719000.0
3507,765000.0
3508,555000.0
3509,660000.0
3510,715000.0
3511,599999.0
3512,540000.0
3513,870000.0
3514,414950.0
3515,550000.0
3516,448175.0
3517,485000.0
3518,698000.0
3519,288000.0
3520,231000.0
3521,612500.0
3522,500000.0
3523,530000.0
3524,520000.0
3525,701000.0
3526,715000.0
3527,753000.0
3528,771000.0
3529,470000.0
3530,870000.0
3531,495000.0
3532,475000.0
3533,203000.0
3534,832500.0
3535,372000.0
3536,525000.0
3537,320000.0
3538,518000.0
3539,230000.0
3540,671220.0
3541,553100.0
3542,1321500.0
3543,915000.0
3544,1960000.0
3545,860000.0
3546,1300000.0
3547,399000.0
3548,575250.0
3549,520000.0
3550,565000.0
3551,863000.0
3552,486500.0
3553,995000.0
3554,225000.0
3555,240000.0
3556,257500.0
3557,910000.0
3558,320000.0
3559,290000.0
3560,355000.0
3561,242000.0
3562,279000.0
3563,315000.0
3564,248000.0
3565,280000.0
3566,275000.0
3567,283000.0
3568,1300000.0
3569,1800000.0
3570,1387500.0
3571,540000.0
3572,257000.0
