PropertyID,SaleDollarCnt,TransDate,censusblockgroup,ZoneCodeCounty,Usecode,BedroomCnt,BathroomCnt,FinishedSquareFeet,GarageSquareFeet,LotSizeSquareFeet,StoryCnt,BuiltYear,ViewType,Latitude,Longitude,BGMedHomeValue,BGMedRent,BGMedYearBuilt,BGPctOwn,BGPctVacant,BGMedIncome,BGPctKids,BGMedAge
48824085,610000,6/13/2015,5.30E+11,SF 5000,9,4,1.75,2860,180,5000,2,1915,NA,47669937,-122370117,488300,928,1941,0.5318,0.1145,92989,0.3922,32.8
48824105,516000,5/21/2015,5.30E+11,SF 5000,9,4,1.75,2210,NA,5000,2,1926,NA,47669940,-122372816,488300,928,1941,0.5318,0.1145,92989,0.3922,32.8
48824149,513000,5/1/2015,5.30E+11,SF 5000,9,3,2,1710,180,5000,1,1944,NA,47668934,-122369510,488300,928,1941,0.5318,0.1145,92989,0.3922,32.8
48824373,577000,9/24/2015,5.30E+11,SF 5000,9,3,2,1470,50,2300,1,1998,NA,47673711,-122362605,545100,1144,1939,0.5864,0,108789,0.3497,35.7
48824449,550000,5/15/2015,5.30E+11,SF 5000,9,2,1,1420,NA,3100,1,1924,NA,47673667,-122365389,545100,1144,1939,0.5864,0,108789,0.3497,35.7
48824510,670000,8/27/2015,5.30E+11,SF 5000,9,4,2,2000,240,3500,2,1929,NA,47674391,-122363553,545100,1144,1939,0.5864,0,108789,0.3497,35.7
48824574,650900,9/1/2015,5.30E+11,SF 5000,9,2,1,1040,NA,7000,1,1941,78,47655367,-122387051,372900,1117,1967,0.5889,0.1106,73724,0.1313,33.9
48824627,749000,7/29/2015,5.30E+11,SF 5000,9,3,3,2370,220,5250,2,1996,78,47653456,-122386410,473300,1023,1970,0.4597,0.1127,66875,0.2782,34.5
48824664,1100000,7/29/2015,5.30E+11,SF 5000,9,4,2.5,3160,300,5000,2,2008,78,47649185,-122387067,473300,1023,1970,0.4597,0.1127,66875,0.2782,34.5
48824699,625000,7/25/2015,5.30E+11,SF 5000,9,3,2,2000,NA,7000,1,1918,78,47647420,-122386385,476300,1056,1956,0.4702,0.0572,71991,0.1634,36
48824776,598000,8/27/2015,5.30E+11,SF 5000,9,3,1,1260,NA,6000,2,1927,78,47648108,-122385041,476300,1056,1956,0.4702,0.0572,71991,0.1634,36
48824892,651000,9/3/2015,5.30E+11,SF 5000,9,5,1,2240,NA,6000,2,1909,78,47648932,-122384290,473300,1023,1970,0.4597,0.1127,66875,0.2782,34.5
48824901,419000,6/26/2015,5.30E+11,LR1,9,3,1,950,200,2680,1,1944,78,47649893,-122383742,473300,1023,1970,0.4597,0.1127,66875,0.2782,34.5
48824910,550000,6/5/2015,5.30E+11,SF 5000,9,3,1.5,2050,NA,3998,1,1906,78,47647629,-122384285,476300,1056,1956,0.4702,0.0572,71991,0.1634,36
48824938,375000,4/25/2015,5.30E+11,SF 5000,9,2,1,760,NA,6000,1,1942,78,47646009,-122384278,476300,1056,1956,0.4702,0.0572,71991,0.1634,36
48825049,610000,5/22/2015,5.30E+11,LR1,9,3,1.75,1450,200,6000,1,1955,78,47643104,-122374486,764800,1690,1939,0.689,0,87841,0.2839,42.2
48825233,750000,8/14/2015,5.30E+11,SF 5000,9,3,1.75,1730,200,6000,1,1946,78,47650919,-122371907,762000,1467,1941,0.5931,0,79542,0.2707,32.6
48825262,850000,8/27/2015,5.30E+11,SF 5000,9,3,2,2040,200,5775,1,1958,78,47659200,-122392661,477800,1026,1965,0.3353,0,68750,0.1543,35.3
48825270,525000,9/1/2015,5.30E+11,SF 5000,9,3,1,1020,NA,6600,1,1949,78,47657792,-122392544,477800,1026,1965,0.3353,0,68750,0.1543,35.3
48825292,5.00E+05,8/21/2015,5.30E+11,SF 5000,9,2,1,720,NA,5250,1,1950,78,47658237,-122390255,477800,1026,1965,0.3353,0,68750,0.1543,35.3
48825295,559000,5/30/2015,5.30E+11,SF 5000,9,3,1.5,1050,NA,6615,1,1950,79,47657794,-122390253,477800,1026,1965,0.3353,0,68750,0.1543,35.3
48825319,395000,4/1/2015,5.30E+11,LR1,9,1,1,790,NA,3000,1,1953,78,47654418,-122385592,372900,1117,1967,0.5889,0.1106,73724,0.1313,33.9
48825358,669000,5/19/2015,5.30E+11,SF 5000,9,3,1,1290,240,3678,1,1916,NA,47643191,-122372068,764800,1690,1939,0.689,0,87841,0.2839,42.2
48825372,535000,7/1/2015,5.30E+11,SF 5000,9,2,1,850,200,4000,1,1949,78,47641597,-122372265,764800,1690,1939,0.689,0,87841,0.2839,42.2
48825376,916500,6/19/2015,5.30E+11,SF 5000,9,3,1.75,1730,NA,4000,2,1930,78,47641158,-122372264,764800,1690,1939,0.689,0,87841,0.2839,42.2
48825401,975000,5/21/2015,5.30E+11,SF 5000,9,5,3.25,2930,NA,4000,3,1987,78,47642034,-122373322,764800,1690,1939,0.689,0,87841,0.2839,42.2
48825551,850000,5/7/2015,5.30E+11,LR1,9,3,1,2280,NA,4600,1,1936,78,47637837,-122371885,517900,1121,1975,0.4346,0.1225,82500,0.1254,32
48825557,1194000,8/11/2015,5.30E+11,LR1,9,3,3,1910,270,4000,2,2010,78,47638274,-122371844,517900,1121,1975,0.4346,0.1225,82500,0.1254,32
48825593,617000,8/15/2015,5.30E+11,LR2,9,3,1,1520,NA,4200,2,1900,NA,47637282,-122374650,408100,1047,1969,0.3441,0.0365,57275,0.0455,37.7
48825630,750000,9/19/2015,5.30E+11,SF 5000,9,2,2,1720,NA,4000,1,1954,82,47639333,-122391576,489700,1059,1961,0.5013,0.0698,90959,0.2815,33.7
48825738,549000,5/16/2015,5.30E+11,SF 5000,9,2,1,1040,200,3525,1,1936,NA,47637264,-122392767,613200,NA,1941,0.9465,0,121308,0.3208,43.2
48825744,625000,9/5/2015,5.30E+11,SF 5000,9,2,1,1310,NA,5000,1,1936,78,47637197,-122391871,613200,NA,1941,0.9465,0,121308,0.3208,43.2
48825755,620000,5/22/2015,5.30E+11,SF 5000,9,2,1,1160,200,4000,1,1941,78,47637472,-122391082,613200,NA,1941,0.9465,0,121308,0.3208,43.2
48825789,579900,7/21/2015,5.30E+11,LR2,9,2,1.75,1530,280,1950,2,1994,NA,47637550,-122386652,489700,1059,1961,0.5013,0.0698,90959,0.2815,33.7
48825790,6.00E+05,8/4/2015,5.30E+11,LR2,9,3,1,1900,NA,3675,2,1909,NA,47637255,-122386517,489700,1059,1961,0.5013,0.0698,90959,0.2815,33.7
48825912,510000,7/14/2015,5.30E+11,SF 5000,9,3,2,1560,NA,5560,1,1906,NA,47691338,-122374509,359600,932,1965,0.5891,0.043,70920,0.2639,35.9
48825944,775200,7/23/2015,5.30E+11,SF 5000,9,6,2.5,3130,480,5900,1,1963,NA,47680605,-122285826,520400,971,1957,0.7023,0,96419,0.4034,35.1
48826043,739000,5/23/2015,5.30E+11,RA2.5,9,4,3,3110,NA,29566,2,1974,82,47473184,-122445563,428700,322,1966,0.5742,0.0341,35648,0.364,45.8
48826060,450000,6/6/2015,5.30E+11,R6,9,3,1.75,1820,NA,8563,1,1958,NA,47767900,-122379045,393300,NA,1963,0.9542,0,75000,0.4044,48.4
48826130,530000,5/16/2015,5.30E+11,R6,9,4,2.25,1940,510,8270,2,1962,NA,47756740,-122333104,354400,NA,1961,0.9121,0,118750,0.4533,38.9
48826138,395000,9/5/2015,5.30E+11,R6,9,4,2.5,1920,620,7440,1,1963,NA,47756278,-122333089,354400,NA,1961,0.9121,0,118750,0.4533,38.9
48826157,555000,9/25/2015,5.30E+11,RSA 6,9,3,2.25,1850,530,16968,1,1980,NA,47715198,-122225145,595000,1882,1992,0.8728,0.0096,126397,0.379,42.5
48826167,422500,9/26/2015,5.30E+11,RSA 6,9,3,1.75,1520,440,6966,1,1980,NA,47716590,-122225403,595000,1882,1992,0.8728,0.0096,126397,0.379,42.5
48826229,640000,9/11/2015,5.30E+11,R3.5,9,3,1.5,1400,NA,10200,1,1963,NA,47608003,-122167728,605800,NA,1965,0.9544,0.1296,112054,0.3465,45.2
48826232,785000,6/10/2015,5.30E+11,R3.5,9,4,2.25,2130,500,11663,1,1963,NA,47608298,-122168595,605800,NA,1965,0.9544,0.1296,112054,0.3465,45.2
48826234,890100,9/16/2015,5.30E+11,R3.5,9,3,1.75,2430,420,10000,1,1963,NA,47608436,-122167985,605800,NA,1965,0.9544,0.1296,112054,0.3465,45.2
48826516,625000,9/12/2015,5.30E+11,R4,9,4,2.75,3020,660,14564,2,1996,NA,47730606,-121973597,346800,1313,1989,0.7856,0,100362,0.4426,34.1
48826523,564500,4/30/2015,5.30E+11,R4,9,4,3,3100,740,14568,2,1995,NA,47730224,-121973594,346800,1313,1989,0.7856,0,100362,0.4426,34.1
48826528,520000,6/12/2015,5.30E+11,R4,9,3,3,2110,660,14282,2,1995,78,47729314,-121972351,346800,1313,1989,0.7856,0,100362,0.4426,34.1
48826532,260000,6/12/2015,5.30E+11,SR6,9,3,1.75,1260,420,7644,1,1968,78,47415591,-122176344,254000,1152,1974,0.7628,0.041,83958,0.4679,38.7
48826555,280000,8/12/2015,5.30E+11,SR6,9,4,2.25,2130,530,10000,1,1969,79,47413083,-122176048,254000,1152,1974,0.7628,0.041,83958,0.4679,38.7
48826559,306100,8/28/2015,5.30E+11,SR6,9,3,2.25,1630,290,9570,1,1969,NA,47413324,-122176051,254000,1152,1974,0.7628,0.041,83958,0.4679,38.7
48826566,289500,6/17/2015,5.30E+11,SR6,9,3,2.5,1750,570,11000,1,1969,79,47414289,-122175940,254000,1152,1974,0.7628,0.041,83958,0.4679,38.7
48826589,237000,5/27/2015,5.30E+11,SR6,9,3,1,1250,500,7210,1,1969,NA,47413844,-122174884,305700,1566,1984,0.8881,0.0453,79313,0.5525,37.9
48826593,285000,9/30/2015,5.30E+11,SR6,9,5,2.25,1930,530,8550,1,1969,79,47414626,-122174935,305700,1566,1984,0.8881,0.0453,79313,0.5525,37.9
48826623,312500,8/29/2015,5.30E+11,SR6,9,4,1.75,2110,650,7416,1,1974,NA,47409405,-122178522,254000,1152,1974,0.7628,0.041,83958,0.4679,38.7
48826705,325950,8/25/2015,5.30E+11,SR6,9,3,2.75,1810,580,7744,1,1974,NA,47411094,-122175007,254000,1152,1974,0.7628,0.041,83958,0.4679,38.7
48826773,255000,4/1/2015,5.30E+11,SR6,9,3,2.25,1890,220,7314,1,1981,NA,47412091,-122172033,305700,1566,1984,0.8881,0.0453,79313,0.5525,37.9
48826777,280000,8/7/2015,5.30E+11,SR6,9,3,2.25,1770,570,9600,1,1981,NA,47412041,-122173164,305700,1566,1984,0.8881,0.0453,79313,0.5525,37.9
48826826,285000,5/29/2015,5.30E+11,SR6,9,4,2,1870,200,8500,1,1980,NA,47409118,-122172713,305700,1566,1984,0.8881,0.0453,79313,0.5525,37.9
48826838,260000,5/30/2015,5.30E+11,SR6,9,4,1.75,2130,240,6534,1,1980,NA,47408846,-122173210,305700,1566,1984,0.8881,0.0453,79313,0.5525,37.9
48826892,274000,7/1/2015,5.30E+11,SR6,9,3,2,1300,420,7322,1,1984,NA,47403926,-122179261,251500,2001,1984,0.7639,0.095,92526,0.5705,30.2
48826910,259950,5/9/2015,5.30E+11,SR6,9,3,2,1010,290,7896,1,1984,NA,47404593,-122181235,251500,2001,1984,0.7639,0.095,92526,0.5705,30.2
48826925,271000,7/2/2015,5.30E+11,SR6,9,3,1.75,1330,480,7200,2,1981,NA,47406782,-122179865,251500,2001,1984,0.7639,0.095,92526,0.5705,30.2
48826932,299000,9/16/2015,5.30E+11,SR6,9,3,2,1380,460,6565,1,1981,NA,47405782,-122178930,251500,2001,1984,0.7639,0.095,92526,0.5705,30.2
48826965,365000,5/16/2015,5.30E+11,R6,9,4,2.5,2030,530,7210,1,1969,NA,47506660,-122160371,345700,945,1975,0.4525,0.0674,52813,0.2072,36.9
48826997,388000,7/18/2015,5.30E+11,R6,9,3,2.25,1460,480,7195,1,1969,NA,47507467,-122161136,345700,945,1975,0.4525,0.0674,52813,0.2072,36.9
48827023,405000,8/20/2015,5.30E+11,R6,9,3,2.25,1570,290,6958,1,1968,NA,47508007,-122161851,345700,945,1975,0.4525,0.0674,52813,0.2072,36.9
48827079,416000,4/11/2015,5.30E+11,R6,9,3,2.5,1790,520,11542,1,1969,NA,47512502,-122160001,375700,1523,1969,0.7636,0.0301,102500,0.3333,42.9
48827324,317000,6/19/2015,5.30E+11,R6,9,3,1.5,1740,330,8142,1,1961,246,47505173,-122315639,262800,1063,1978,0.5596,0.1311,57232,0.184,44.6
48827423,3.00E+05,5/29/2015,5.30E+11,R6,9,2,1,1510,NA,11745,1,1942,NA,47508107,-122315002,220500,896,1956,0.7297,0,43607,0.2113,42.5
48827503,7.00E+05,6/6/2015,5.30E+11,R3,9,5,2.75,3260,NA,14708,1,1959,78,47634048,-122094085,613700,2001,1972,0.8229,0,132115,0.4132,44
48827504,449994,9/25/2015,5.30E+11,R3,9,2,1,1310,310,13882,1,1959,NA,47633935,-122094492,613700,2001,1972,0.8229,0,132115,0.4132,44
48827554,293000,9/16/2015,5.30E+11,RS7.2,9,4,3,2030,400,8457,2,1989,NA,47288787,-122371837,241800,1281,1983,0.9089,0.0702,86196,0.5156,36.1
48827576,285000,7/22/2015,5.30E+11,RS7.2,9,4,1.75,1860,490,6983,1,1988,NA,47290543,-122373261,241800,1281,1983,0.9089,0.0702,86196,0.5156,36.1
48827603,513000,5/1/2015,5.30E+11,RS7200,9,4,3,2660,460,8887,1,1967,78,47438981,-122341801,445500,1515,1964,0.8782,0,103000,0.3526,50.6
48827688,305000,7/16/2015,5.30E+11,SR6,9,3,1,1820,200,7350,1,1979,NA,47407392,-122177123,251500,2001,1984,0.7639,0.095,92526,0.5705,30.2
48827753,885000,6/20/2015,5.30E+11,RSA 6,9,4,3.25,3060,NA,9660,2,1986,78,47705714,-122244797,576900,1531,1975,0.9143,0.0385,119722,0.4314,43.1
48827818,298000,4/24/2015,5.30E+11,R5,9,4,3,1960,460,11798,2,1999,NA,47329329,-122204918,321200,NA,1982,0.9677,0.0653,116111,0.1962,51.7
48827850,725000,6/17/2015,5.30E+11,R6,9,4,3.25,2840,440,15010,2,1982,NA,47722018,-122103871,487400,2001,1985,0.8545,0,140089,0.4081,37.7
48827915,950000,4/10/2015,5.30E+11,SF 5000,9,4,3,1700,240,4418,2,2000,NA,47643411,-122299961,721400,1322,1939,0.6601,0,89250,0.2115,36
48827920,839000,6/16/2015,5.30E+11,SF 5000,9,4,1.5,1950,290,4144,2,1930,82,47643268,-122298894,721400,1322,1939,0.6601,0,89250,0.2115,36
48827928,890000,7/8/2015,5.30E+11,SF 5000,9,3,1,1280,290,3728,2,1926,NA,47642885,-122300026,721400,1322,1939,0.6601,0,89250,0.2115,36
48827940,1350000,5/15/2015,5.30E+11,SF 5000,9,4,1.75,2000,290,3728,2,1926,NA,47643010,-122299216,721400,1322,1939,0.6601,0,89250,0.2115,36
48827946,736000,6/9/2015,5.30E+11,R6,9,4,2.5,2750,510,7808,2,1990,NA,47574645,-122020342,478600,2001,1986,0.8967,0,97344,0.4905,40.4
48828004,805000,8/4/2015,5.30E+11,R6,9,3,3,2520,740,11555,1,1990,NA,47576307,-122019404,457100,1783,1988,0.8252,0.035,113942,0.4457,41.9
48828014,965000,9/19/2015,5.30E+11,R1,9,4,4,4050,460,35200,2,1975,NA,47642199,-122154858,877100,NA,1975,0.9703,0,135380,0.1507,51.6
48828069,410000,7/2/2015,5.30E+11,R 8400,9,3,2.5,1880,550,8540,1,1977,NA,47775493,-122210926,334100,840,1978,0.578,0.0749,64205,0.3507,37
48828077,420500,9/30/2015,5.30E+11,R 8400,9,3,3,2210,580,8467,1,1977,NA,47774865,-122211323,334100,840,1978,0.578,0.0749,64205,0.3507,37
48828084,292000,7/25/2015,5.30E+11,R 8400,9,3,1.75,1160,160,8551,1,1977,NA,47775638,-122209948,334100,840,1978,0.578,0.0749,64205,0.3507,37
48828127,482500,6/19/2015,5.30E+11,R6,9,3,2.5,1690,390,8075,2,1988,NA,47764851,-122341054,345700,730,1958,0.6383,0.1043,49758,0.3908,37.5
48828190,345000,9/25/2015,5.30E+11,SF 5000,9,2,1,880,NA,5076,1,1912,NA,47541721,-122387978,384300,1030,1976,0.5317,0.0313,63036,0.0969,40.4
48828203,567950,6/23/2015,5.30E+11,SF 5000,9,5,3,2150,250,4480,2,1926,NA,47542526,-122388787,384300,1030,1976,0.5317,0.0313,63036,0.0969,40.4
48828292,450600,4/15/2015,5.30E+11,SF 5000,9,2,1,840,300,7020,2,1943,NA,47551330,-122394128,595700,1397,1947,0.8253,0,111375,0.2635,45.9
48828306,695000,4/29/2015,5.30E+11,SF 7200,9,3,2,2560,290,6800,1,1952,82,47550598,-122395454,595700,1397,1947,0.8253,0,111375,0.2635,45.9
48828313,380000,6/2/2015,5.30E+11,R6,9,4,2,1740,620,9605,1,1969,NA,47482478,-122157277,350000,NA,1983,0.9629,0,90391,0.388,35.8
48828341,462000,9/12/2015,5.30E+11,RA2.5,9,3,2,2340,672,9749,2,1977,82,47373024,-122424237,469500,1673,1981,0.8947,0.2352,69333,0.2599,54.6
48828353,835000,5/28/2015,5.30E+11,RA2.5,9,3,1,2630,720,14279,1,1980,82,47369980,-122426137,469500,1673,1981,0.8947,0.2352,69333,0.2599,54.6
48828398,305000,7/2/2015,5.30E+11,RA2.5SO,9,3,2,1290,460,10981,1,1980,NA,47373714,-122432140,469500,1673,1981,0.8947,0.2352,69333,0.2599,54.6
48828399,389000,5/14/2015,5.30E+11,RA2.5SO,9,3,2,2080,420,12972,1,1981,82,47373358,-122432042,469500,1673,1981,0.8947,0.2352,69333,0.2599,54.6
48828473,695000,4/8/2015,5.30E+11,RA2.5,9,3,2,2632,924,18743,2,2000,82,47374367,-122420603,469500,1673,1981,0.8947,0.2352,69333,0.2599,54.6
48828476,430000,8/1/2015,5.30E+11,RA2.5,9,3,2.5,1900,400,13623,1,1998,82,47374167,-122421599,469500,1673,1981,0.8947,0.2352,69333,0.2599,54.6
48828578,329950,9/2/2015,5.30E+11,R6,9,3,3,1770,450,7431,2,1998,NA,47262916,-122287574,273600,1370,1986,0.8172,0.0653,76161,0.5257,35.8
48828623,380000,4/16/2015,5.30E+11,RA5,9,3,3.25,2090,350,51212,1,1989,NA,47309709,-122098879,380900,922,1983,0.9,0.1234,94500,0.3907,48.9
48828626,449500,5/8/2015,5.30E+11,RA5,9,4,2.5,2410,710,55931,2,1989,NA,47310965,-122096922,380900,922,1983,0.9,0.1234,94500,0.3907,48.9
48828632,493000,6/2/2015,5.30E+11,RA5,9,3,2.5,2800,960,36514,2,1989,NA,47308256,-122098096,380900,922,1983,0.9,0.1234,94500,0.3907,48.9
48828648,530000,7/29/2015,5.30E+11,RA5,9,3,3,3480,810,39413,2,1989,NA,47305264,-122100051,380900,922,1983,0.9,0.1234,94500,0.3907,48.9
48828766,675000,4/30/2015,5.30E+11,SF 7200,9,3,2,1460,NA,6480,1,1940,78,47696195,-122397375,585800,1071,1953,0.8549,0.0375,103750,0.2142,46.5
48828771,497000,7/11/2015,5.30E+11,A35,9,5,1.5,1660,NA,706107,2,1927,79,47194124,-122041610,422300,2001,1972,0.87,0,80577,0.194,54.7
48828802,999000,6/5/2015,5.30E+11,SF 7200,9,2,1,1710,570,7980,1,2009,82,47695796,-122397363,585800,1071,1953,0.8549,0.0375,103750,0.2142,46.5
48828886,254000,7/14/2015,5.30E+11,R4,9,3,1.75,1430,NA,22950,1,1944,NA,47273675,-122297289,289400,NA,1983,0.9184,0.0866,69286,0.3047,44.3
48829007,676500,5/15/2015,5.30E+11,SF 7200,9,5,3,2190,NA,6390,1,1954,NA,47693803,-122395987,585800,1071,1953,0.8549,0.0375,103750,0.2142,46.5
48829079,240415,4/23/2015,5.30E+11,RS7200,9,3,2,1120,460,10187,1,1968,78,47369391,-122310944,245500,975,1979,0.4816,0,56098,0.3107,30.7
48829199,4.00E+05,8/1/2015,5.30E+11,SR8,9,3,2,1890,620,87120,1,1961,NA,47362017,-122166111,292200,1168,1990,0.7275,0.0632,84792,0.4354,39.5
48829256,396010,6/4/2015,5.30E+11,SR8,9,3,2.25,2240,420,121096,1,1972,NA,47362018,-122167390,292200,1168,1990,0.7275,0.0632,84792,0.4354,39.5
48829264,343000,9/2/2015,5.30E+11,SR6,9,5,4,2790,530,10618,1,1967,NA,47364983,-122173317,292200,1168,1990,0.7275,0.0632,84792,0.4354,39.5
48829298,330000,7/9/2015,5.30E+11,SR6,9,4,2.5,2020,510,6000,2,1998,NA,47361830,-122182877,246900,1223,1995,0.8949,0.1029,87273,0.4713,26.6
48829364,340000,4/18/2015,5.30E+11,RA5,9,3,2,1740,650,46580,1,1980,NA,47358296,-121927264,350600,1125,1986,0.8418,0.0299,79256,0.2637,41
48829374,380000,7/18/2015,5.30E+11,RA5,9,4,2,1800,NA,109377,1,1981,NA,47362122,-121932616,350600,1125,1986,0.8418,0.0299,79256,0.2637,41
48829568,204000,9/30/2015,5.30E+11,UM2400,9,3,1,1090,NA,10500,1,1950,NA,47455335,-122292266,244400,804,1962,0.3856,0.1307,50625,0.3072,36.5
48829583,199000,4/4/2015,5.30E+11,R6,9,3,1,1390,320,21262,1,1958,NA,47445500,-122185242,189900,968,1970,0.5831,0.0652,40682,0.4734,33.3
48829666,510000,4/17/2015,5.30E+11,MFM,9,3,1.5,1420,520,11325,1,1980,NA,47535556,-122045882,325000,1028,1983,0.2326,0.0959,44633,0.1265,40.3
48829717,575000,8/11/2015,5.30E+11,SFSL,9,3,2.75,2260,160,9583,1,1978,244,47531449,-122039816,325000,1028,1983,0.2326,0.0959,44633,0.1265,40.3
48829825,205000,7/18/2015,5.30E+11,RS9.6,9,3,1,1140,600,9600,1,1969,NA,47309335,-122279862,247100,1177,2002,0.4391,0,77737,0.3483,32.2
48829845,602000,7/24/2015,5.30E+11,SF 5000,9,3,1,1810,260,6500,1,1946,79,47574752,-122377810,443200,1105,1939,0.8782,0,91125,0.3705,40.4
48829858,605000,4/16/2015,5.30E+11,SF 5000,9,3,2,2100,240,5058,1,1941,79,47574325,-122378486,443200,1105,1939,0.8782,0,91125,0.3705,40.4
48829862,790000,6/13/2015,5.30E+11,R3.5,9,4,2.5,2160,150,11448,1,1977,NA,47617863,-122164695,350000,1013,1973,0.58,0.1881,56600,0.28,42.1
48830191,570000,4/22/2015,5.30E+11,RA5,9,4,3,2430,580,44001,1,1994,NA,47712374,-121916504,407700,NA,1987,1,0,82675,0.2141,55.2
48830213,4.00E+05,8/1/2015,5.30E+11,RA2.5,9,3,2.25,1650,420,44500,1,1986,NA,47701453,-121909300,357800,NA,1984,0.964,0.1153,114306,0.4944,35.8
48830279,306888,5/15/2015,5.30E+11,SF 7200,9,4,1.5,1940,NA,8970,2,1980,NA,47729708,-122326005,336900,1094,1953,0.5413,0.0575,55417,0.2894,42.2
48830347,1015000,8/18/2015,5.30E+11,R9.6,9,5,2,2980,480,9760,1,1966,244,47539104,-122233758,998100,NA,1968,0.9692,0.0433,172308,0.2301,51.4
48830506,412000,4/15/2015,5.30E+11,LR1,9,4,2.25,1470,NA,5000,1,1912,78,47568773,-122362547,264500,1196,1986,0.6601,0.1602,56964,0.1732,39.5
48830537,255000,4/30/2015,5.30E+11,LR1,9,3,2,1300,NA,5000,1,1936,78,47569528,-122360426,313800,1057,1944,0.5937,0.049,80368,0.196,36
48830550,1209000,6/26/2015,5.30E+11,SF 5000,9,4,2,3110,NA,5715,2,1910,NA,47642285,-122362630,652600,1114,1939,0.5363,0,121250,0.3056,35.6
48830566,450000,9/25/2015,5.30E+11,R6,9,5,2.5,2120,440,10280,2,2015,NA,47514387,-122368052,292700,967,1965,0.8125,0.2117,61716,0.5764,33.9
48830678,465000,4/21/2015,5.30E+11,SF 5000,9,3,1,800,NA,3060,2,1903,NA,47676935,-122388969,452700,1089,1939,0.4263,0,78672,0.159,31.9
48830747,565000,9/10/2015,5.30E+11,SF 5000,9,4,2,1580,240,3796,1,1951,NA,47676099,-122391616,452700,1089,1939,0.4263,0,78672,0.159,31.9
48830796,460000,8/20/2015,5.30E+11,SF 5000,9,3,2,1260,220,2550,2,1986,NA,47678477,-122388996,452700,1089,1939,0.4263,0,78672,0.159,31.9
48830832,712000,5/14/2015,5.30E+11,SF 5000,9,3,2,1700,NA,5100,2,1924,NA,47678982,-122390076,452700,1089,1939,0.4263,0,78672,0.159,31.9
48830892,455000,4/11/2015,5.30E+11,SF 5000,9,1,1,440,NA,4080,1,1927,NA,47678565,-122392622,452700,1089,1939,0.4263,0,78672,0.159,31.9
48830893,652000,4/1/2015,5.30E+11,SF 5000,9,3,2,1700,NA,4080,1,1941,NA,47678455,-122392620,452700,1089,1939,0.4263,0,78672,0.159,31.9
48830923,635000,6/30/2015,5.30E+11,SF 7200,9,3,2.25,2020,170,25240,1,1977,NA,47517086,-122381275,478300,1444,1961,0.7947,0.2229,97222,0.1947,45
48830979,450000,7/9/2015,5.30E+11,R15,9,3,2.25,1680,260,20750,1,1959,NA,47417567,-122337271,464500,1650,1965,0.8101,0,97727,0.2597,45.9
48831006,515000,9/25/2015,5.30E+11,SF 5000,9,3,1.75,1600,NA,2336,2,1922,NA,47667308,-122320507,471800,1445,1939,0.5127,0,59444,0.1218,25.8
48831053,675000,7/29/2015,5.30E+11,SF 5000,9,6,2,2180,NA,4000,2,1924,NA,47667887,-122318103,471800,1445,1939,0.5127,0,59444,0.1218,25.8
48831170,9.00E+05,9/2/2015,5.30E+11,SF 5000,9,3,3,1990,400,6150,1,1953,78,47648957,-122405002,633100,NA,1949,0.9743,0.0571,141181,0.2807,49
48831231,710000,4/11/2015,5.30E+11,SF 5000,9,2,1,2300,NA,3040,2,1914,NA,47644175,-122368564,764800,1690,1939,0.689,0,87841,0.2839,42.2
48831277,865000,7/17/2015,5.30E+11,SF 5000,9,3,2,2540,NA,6000,1,1930,78,47646599,-122368346,764800,1690,1939,0.689,0,87841,0.2839,42.2
48831446,362500,4/23/2015,5.30E+11,R6,9,3,1,1510,NA,7907,1,1956,NA,47754829,-122356003,339000,NA,1959,0.9863,0.2327,95735,0.3306,51.7
48831538,215000,4/14/2015,5.30E+11,RA5,9,3,1.5,1010,550,10125,1,1972,NA,47342357,-122088261,370800,NA,1984,0.9539,0,111397,0.4607,45.3
48831620,8.00E+05,5/19/2015,5.30E+11,SF 5000,9,4,1,1810,240,5000,1,1918,NA,47682600,-122394672,476200,1170,1939,0.8304,0.1125,117786,0.4057,36.5
48831698,700111,9/5/2015,5.30E+11,SF 5000,9,4,1,1790,220,6300,2,1927,NA,47681157,-122396316,476200,1170,1939,0.8304,0.1125,117786,0.4057,36.5
48831705,525000,7/8/2015,5.30E+11,SF 5000,9,2,1,1150,NA,5000,1,1940,NA,47681443,-122395273,476200,1170,1939,0.8304,0.1125,117786,0.4057,36.5
48831757,840000,7/15/2015,5.30E+11,SF 5000,9,4,2,2140,NA,5000,2,1908,NA,47680448,-122396140,476200,1170,1939,0.8304,0.1125,117786,0.4057,36.5
48831823,607000,9/1/2015,5.30E+11,SF 5000,9,2,2,1520,240,5000,1,1951,NA,47679763,-122393230,476200,1170,1939,0.8304,0.1125,117786,0.4057,36.5
48831824,377100,9/23/2015,5.30E+11,SF 5000,9,3,1,960,NA,4100,2,1907,NA,47679743,-122393444,476200,1170,1939,0.8304,0.1125,117786,0.4057,36.5
48831861,382500,4/21/2015,5.30E+11,R4,9,3,2.25,1090,360,9862,1,1987,NA,47625621,-122035810,566500,NA,1985,0.958,0,168409,0.4093,43.4
48831888,540000,4/14/2015,5.30E+11,R4,9,4,3,3040,460,10283,1,1984,NA,47626769,-122038469,566500,NA,1985,0.958,0,168409,0.4093,43.4
